customer_id,journey_id,touchpoint_id,touchpoint_order,timestamp,channel,campaign,device,converted,is_conversion,conversion_value
CUST-00039,JOURNEY-00039,JOURNEY-00039-T01,1,2025-05-25 22:30:00,Email,Welcome Series,Desktop,0,0,0.0
CUST-00039,JOURNEY-00039,JOURNEY-00039-T02,2,2025-05-26 23:01:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00039,JOURNEY-00039,JOURNEY-00039-T03,3,2025-05-30 13:18:00,Paid Social,LinkedIn Ads,Mobile,0,0,0.0
CUST-00039,JOURNEY-00039,JOURNEY-00039-T04,4,2025-06-01 22:24:00,Direct,Direct Visit,Desktop,0,0,0.0
CUST-00040,JOURNEY-00040,JOURNEY-00040-T01,1,2025-02-19 16:20:00,Email,Newsletter,Mobile,0,0,0.0
CUST-00040,JOURNEY-00040,JOURNEY-00040-T02,2,2025-02-20 21:52:00,Referral,Affiliate,Mobile,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T01,1,2025-03-03 03:06:00,Paid Search,Product Search,Tablet,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T02,2,2025-03-06 23:51:00,Organic Search,Product Pages,Mobile,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T03,3,2025-03-09 04:11:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T04,4,2025-03-11 10:30:00,Organic Social,LinkedIn Organic,Mobile,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T05,5,2025-03-15 02:29:00,Email,Promotional Email,Desktop,0,0,0.0
CUST-00041,JOURNEY-00041,JOURNEY-00041-T06,6,2025-03-17 15:08:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00042,JOURNEY-00042,JOURNEY-00042-T01,1,2025-02-23 08:52:00,Organic Search,Product Pages,Mobile,0,0,0.0
CUST-00042,JOURNEY-00042,JOURNEY-00042-T02,2,2025-02-26 12:43:00,Email,Newsletter,Tablet,0,0,0.0
CUST-00043,JOURNEY-00043,JOURNEY-00043-T01,1,2025-01-31 13:19:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00043,JOURNEY-00043,JOURNEY-00043-T02,2,2025-02-01 18:21:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00043,JOURNEY-00043,JOURNEY-00043-T03,3,2025-02-04 01:24:00,Paid Social,LinkedIn Ads,Mobile,0,0,0.0
CUST-00043,JOURNEY-00043,JOURNEY-00043-T04,4,2025-02-05 22:11:00,Organic Social,Instagram Organic,Mobile,0,0,0.0
CUST-00043,JOURNEY-00043,JOURNEY-00043-T05,5,2025-02-09 08:17:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00044,JOURNEY-00044,JOURNEY-00044-T01,1,2025-03-11 11:23:00,Paid Social,Instagram Ads,Mobile,0,0,0.0
CUST-00044,JOURNEY-00044,JOURNEY-00044-T02,2,2025-03-11 13:39:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00044,JOURNEY-00044,JOURNEY-00044-T03,3,2025-03-13 06:04:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00045,JOURNEY-00045,JOURNEY-00045-T01,1,2025-05-21 21:28:00,Email,Newsletter,Mobile,0,0,0.0
CUST-00045,JOURNEY-00045,JOURNEY-00045-T02,2,2025-05-22 04:19:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00045,JOURNEY-00045,JOURNEY-00045-T03,3,2025-05-24 14:21:00,Paid Social,Instagram Ads,Desktop,0,0,0.0
CUST-00046,JOURNEY-00046,JOURNEY-00046-T01,1,2025-01-25 22:11:00,Paid Search,Product Search,Mobile,1,1,35.3
CUST-00047,JOURNEY-00047,JOURNEY-00047-T01,1,2025-02-13 06:51:00,Email,Welcome Series,Desktop,0,0,0.0
CUST-00047,JOURNEY-00047,JOURNEY-00047-T02,2,2025-02-14 08:24:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00047,JOURNEY-00047,JOURNEY-00047-T03,3,2025-02-18 00:23:00,Referral,Affiliate,Desktop,0,0,0.0
CUST-00048,JOURNEY-00048,JOURNEY-00048-T01,1,2025-03-07 12:24:00,Organic Search,Product Pages,Desktop,1,0,0.0
CUST-00048,JOURNEY-00048,JOURNEY-00048-T02,2,2025-03-10 10:42:00,Paid Search,Competitor Search,Mobile,1,0,0.0
CUST-00048,JOURNEY-00048,JOURNEY-00048-T03,3,2025-03-11 00:35:00,Paid Search,Brand Search,Mobile,1,0,0.0
CUST-00048,JOURNEY-00048,JOURNEY-00048-T04,4,2025-03-13 10:21:00,Paid Social,Instagram Ads,Desktop,1,1,89.49
CUST-00049,JOURNEY-00049,JOURNEY-00049-T01,1,2025-06-16 00:33:00,Email,Promotional Email,Desktop,0,0,0.0
CUST-00049,JOURNEY-00049,JOURNEY-00049-T02,2,2025-06-16 19:49:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00049,JOURNEY-00049,JOURNEY-00049-T03,3,2025-06-17 01:56:00,Direct,Direct Visit,Desktop,0,0,0.0
CUST-00049,JOURNEY-00049,JOURNEY-00049-T04,4,2025-06-18 07:54:00,Referral,Customer Referral,Mobile,0,0,0.0
CUST-00050,JOURNEY-00050,JOURNEY-00050-T01,1,2025-04-22 14:11:00,Paid Social,Facebook Ads,Tablet,0,0,0.0
CUST-00050,JOURNEY-00050,JOURNEY-00050-T02,2,2025-04-23 06:36:00,Email,Promotional Email,Mobile,0,0,0.0
CUST-00050,JOURNEY-00050,JOURNEY-00050-T03,3,2025-04-25 08:38:00,Display,Banner Campaign,Mobile,0,0,0.0
CUST-00050,JOURNEY-00050,JOURNEY-00050-T04,4,2025-04-27 03:02:00,Organic Social,LinkedIn Organic,Desktop,0,0,0.0
CUST-00051,JOURNEY-00051,JOURNEY-00051-T01,1,2025-01-17 08:57:00,Paid Search,Brand Search,Mobile,0,0,0.0
CUST-00051,JOURNEY-00051,JOURNEY-00051-T02,2,2025-01-18 06:49:00,Organic Search,Educational Content,Desktop,0,0,0.0
CUST-00051,JOURNEY-00051,JOURNEY-00051-T03,3,2025-01-20 21:11:00,Referral,Partner Website,Desktop,0,0,0.0
CUST-00052,JOURNEY-00052,JOURNEY-00052-T01,1,2025-04-04 18:54:00,Referral,Partner Website,Tablet,0,0,0.0
CUST-00052,JOURNEY-00052,JOURNEY-00052-T02,2,2025-04-04 23:53:00,Display,Prospecting,Desktop,0,0,0.0
CUST-00052,JOURNEY-00052,JOURNEY-00052-T03,3,2025-04-08 17:46:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00052,JOURNEY-00052,JOURNEY-00052-T04,4,2025-04-10 09:06:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00053,JOURNEY-00053,JOURNEY-00053-T01,1,2025-03-02 09:21:00,Paid Search,Product Search,Desktop,1,0,0.0
CUST-00053,JOURNEY-00053,JOURNEY-00053-T02,2,2025-03-04 18:13:00,Organic Search,Product Pages,Mobile,1,0,0.0
CUST-00053,JOURNEY-00053,JOURNEY-00053-T03,3,2025-03-05 23:11:00,Display,Retargeting,Mobile,1,0,0.0
CUST-00053,JOURNEY-00053,JOURNEY-00053-T04,4,2025-03-06 06:39:00,Organic Search,Product Pages,Mobile,1,0,0.0
CUST-00053,JOURNEY-00053,JOURNEY-00053-T05,5,2025-03-07 08:39:00,Direct,Direct Visit,Tablet,1,1,54.97
CUST-00054,JOURNEY-00054,JOURNEY-00054-T01,1,2025-03-28 05:15:00,Organic Search,SEO Blog,Tablet,0,0,0.0
CUST-00054,JOURNEY-00054,JOURNEY-00054-T02,2,2025-04-01 03:36:00,Display,Banner Campaign,Mobile,0,0,0.0
CUST-00054,JOURNEY-00054,JOURNEY-00054-T03,3,2025-04-02 19:44:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00055,JOURNEY-00055,JOURNEY-00055-T01,1,2025-05-27 20:44:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00055,JOURNEY-00055,JOURNEY-00055-T02,2,2025-05-28 09:35:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00056,JOURNEY-00056,JOURNEY-00056-T01,1,2025-04-16 02:45:00,Display,Banner Campaign,Mobile,1,0,0.0
CUST-00056,JOURNEY-00056,JOURNEY-00056-T02,2,2025-04-16 13:55:00,Organic Search,Educational Content,Mobile,1,0,0.0
CUST-00056,JOURNEY-00056,JOURNEY-00056-T03,3,2025-04-19 05:19:00,Direct,Direct Visit,Mobile,1,1,107.34
CUST-00057,JOURNEY-00057,JOURNEY-00057-T01,1,2025-04-07 12:43:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00057,JOURNEY-00057,JOURNEY-00057-T02,2,2025-04-09 09:14:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00057,JOURNEY-00057,JOURNEY-00057-T03,3,2025-04-11 13:35:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00057,JOURNEY-00057,JOURNEY-00057-T04,4,2025-04-12 03:45:00,Referral,Customer Referral,Mobile,0,0,0.0
CUST-00057,JOURNEY-00057,JOURNEY-00057-T05,5,2025-04-15 12:42:00,Display,Retargeting,Mobile,0,0,0.0
CUST-00058,JOURNEY-00058,JOURNEY-00058-T01,1,2025-01-30 20:01:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00058,JOURNEY-00058,JOURNEY-00058-T02,2,2025-02-02 07:59:00,Direct,Direct Visit,Mobile,0,0,0.0
